,Y,Treatment,X,Confounder
0,1.866447386194297,1.0,0.0,0.6888660752780151
1,3.5810709154723313,1.0,0.0,2.1084284883697206
2,-0.26857605768813664,0.0,0.0,-0.36269078894165097
3,2.492963205164385,1.0,0.0,0.7555342045862917
4,3.7917809250258356,1.0,0.0,2.08315065482361
5,-1.331205996784073,0.0,0.0,-0.29528232130785953
6,2.3352456412315012,1.0,0.0,-0.1053202168593763
7,-1.0883975224504638,0.0,0.0,-1.5712524969565658
8,1.2282544184081852,1.0,0.0,-0.11337397804806124
9,3.682330404731019,1.0,0.0,0.35776432666913865
10,1.9569626547649661,1.0,0.0,0.742541307947229
11,2.9873807971604176,1.0,0.0,-0.14412922153104477
12,1.1794845344521625,1.0,0.0,0.14963991593225734
13,-0.5997698680668162,0.0,0.0,-1.7609475395148544
14,0.8848538984083532,1.0,0.0,0.6158312493142223
15,-1.8802093807092484,0.0,0.0,-1.6418346788044107
16,2.913798165126273,1.0,0.0,-0.04787604834816508
17,3.994341371444798,1.0,0.0,1.1125460091152772
18,3.744406106094092,1.0,0.0,0.5299231183643497
19,0.056765245348307014,0.0,0.0,-0.5801976563154971
20,4.340517439935509,1.0,0.0,2.2164011930888576
21,-1.1347409877274885,0.0,0.0,-1.286147289145441
22,2.955857986709794,1.0,0.0,0.4482383920459655
23,2.7257333377230517,1.0,0.0,0.2601499244777206
24,0.3779356361739119,0.0,0.0,-0.7908686647044733
25,1.932911891372067,1.0,0.0,-0.47253473934563256
26,-1.2549450467999785,0.0,0.0,-1.8993824449469467
27,-0.01640019534882936,0.0,0.0,-0.6689301468895485
28,-0.7005270450659368,0.0,0.0,-1.0708831946473845
29,2.2626056413519935,1.0,0.0,1.411500613016731
30,1.4065631829756742,0.0,0.0,-0.23302385582510374
31,-0.7153442563371212,0.0,0.0,-1.0991752202690703
32,-2.5927239544737626,0.0,0.0,-3.073688253188131
33,1.0995070238450155,1.0,0.0,1.098552040738298
34,-0.7875878662621421,0.0,0.0,-2.389485265754231
35,-1.1740017513488834,0.0,0.0,-2.30923056685512
36,-0.827301593682674,0.0,0.0,-1.8027128113107944
37,-0.18840032047145483,0.0,0.0,-1.4356986242872056
38,2.2761131004075277,1.0,0.0,1.544250636885635
39,2.422463017780492,1.0,0.0,0.30467691389489193
40,2.044293634354013,1.0,0.0,-0.2115628002479273
41,-2.085959040055443,0.0,0.0,-1.5272622394250523
42,2.127835517858391,1.0,0.0,1.013005149562154
43,2.4205220464701847,1.0,0.0,0.4479762845877232
44,3.1819282180062998,1.0,0.0,1.9367576261719504
45,-1.2352074051728572,0.0,0.0,-1.4069134431175736
46,0.7614018199564867,1.0,0.0,-0.16823326632503732
47,1.151540747146512,1.0,0.0,0.6776400052046098
48,3.534069778024831,1.0,0.0,0.9084952078615502
49,0.09613114095432196,1.0,0.0,-0.22162363580449967
50,2.283675460742432,1.0,0.0,0.19360508649987046
51,2.187501669030941,1.0,0.0,0.42286174200924753
52,0.7643373600785996,1.0,0.0,-0.12589327132589667
53,-3.1040096979927516,0.0,0.0,-0.7464890060138641
54,2.7432717259687025,1.0,0.0,0.8751494436574931
55,1.2722551789868755,1.0,0.0,-0.16571560532099322
56,-1.1132648473849118,0.0,0.0,-0.6021183654247798
57,1.7486056876688236,1.0,0.0,0.5328120366973271
58,-2.6633271011677606,0.0,0.0,-1.307155625760252
59,3.043813081469981,1.0,0.0,0.11433434813112066
60,1.3401898684772364,0.0,0.0,-0.17462055858312592
61,0.47761999688588996,0.0,0.0,-0.6513950442019001
62,0.6131772888468561,1.0,0.0,-0.544587471454828
63,0.9791296246753389,1.0,0.0,0.09857785397361161
64,-0.3543001370112404,1.0,0.0,-0.7719511476139973
65,1.283574894873535,1.0,0.0,-0.5235117855705158
66,0.1267608310756747,0.0,0.0,-1.7033934512546274
67,1.6350542830387451,0.0,0.0,-1.6362016488980375
68,3.988491803962659,1.0,0.0,0.6195645389933311
69,1.2981841428549428,1.0,0.0,-0.4879297010034004
70,-0.8666325508308031,0.0,0.0,-1.3748921755718704
71,3.4950656975774113,1.0,0.0,1.1686456695631462
72,2.2070928364473406,1.0,0.0,0.6943055254963618
73,0.5028473110674743,0.0,0.0,-0.7871420864564641
74,1.0988340262032081,1.0,0.0,-0.038390481601667616
75,2.313065376647658,1.0,0.0,0.7254434016673026
76,1.2551264528254955,1.0,0.0,0.14919727397217672
77,3.7330553630575816,1.0,0.0,1.6974731533270246
78,3.3649753048927464,1.0,0.0,0.6671538333215071
79,0.7550742378799317,1.0,0.0,-0.5979328521517763
80,1.9638808189720516,1.0,0.0,0.48541083235997123
81,0.2724343130992074,0.0,0.0,-1.0746284306869291
82,2.625913582666052,1.0,0.0,1.2049123846786851
83,1.6482646872682238,1.0,0.0,0.21848669351341865
84,-0.4069535842434608,0.0,0.0,-0.5005071041658877
85,-1.564497579448521,0.0,0.0,-1.3284020661070348
86,2.6967873450552275,1.0,0.0,-0.1644733402043772
87,3.4392189333840326,1.0,0.0,-0.2713733497164518
88,2.713969195264364,1.0,0.0,1.67082733128545
89,1.518336090126113,1.0,0.0,0.6257931110671476
90,0.01984190851577239,0.0,0.0,-1.0005384914686817
91,1.8738380214747976,1.0,0.0,0.15111136136062012
92,2.4116295236758636,1.0,0.0,-0.2696880151008864
93,-0.9019918214609715,0.0,0.0,-1.2505270427082034
94,2.4551582762033135,1.0,0.0,-0.2600682147199637
95,2.2162199858451666,1.0,0.0,-0.03388391993089332
96,-1.371941116920878,0.0,0.0,-0.8726363445380099
97,1.8409697381775953,1.0,0.0,0.1304043434750181
98,0.6378061870491518,0.0,0.0,-1.1415023548126728
99,-1.292835633356563,0.0,0.0,-0.8339631652215154
