,Y,Treatment,X
0,0.5441963934377939,0.0,0.9856447502030898
1,-0.8652226711359969,0.0,-0.12177305281849435
2,3.616447482790852,1.0,0.6638073452891352
3,1.0261420016858944,0.0,1.725658312147187
4,-0.579418461372657,0.0,-0.2968468592265722
5,2.1148510239273515,1.0,0.7183723505196835
6,6.915258185100209,1.0,1.804969489257278
7,-0.11261477675307249,0.0,-0.2416759188209525
8,2.6359291746887172,1.0,0.013799918440175696
9,0.7188378834500149,1.0,-1.1860027963062023
10,3.593242372758899,1.0,0.0072082602378864685
11,0.1977521244203154,0.0,0.2928147610942738
12,3.7676545921085727,1.0,0.7077382217324157
13,0.10818396357681961,0.0,-0.11796358782396471
14,0.6713060459543889,0.0,0.12247385490279195
15,0.8979876468948246,1.0,-1.341260054861335
16,2.8118827510015985,1.0,0.6040314718384336
17,1.3794999971331736,1.0,-1.2437712857129246
18,3.2901724397816983,1.0,0.060815507265008874
19,5.0220591275774416,1.0,1.0105712045090245
20,1.2702411694843805,0.0,0.4337193502405582
21,1.6441431841131517,1.0,-0.37486690387271326
22,6.271363172696802,1.0,1.9140293412863643
23,-1.4049113544097316,0.0,-1.0526564085061882
24,0.08636360871147031,0.0,0.36686390424163756
25,-0.7644819256775346,0.0,0.21292155842883867
26,1.3824437306382984,0.0,-0.6472920910489536
27,-1.026560013358302,0.0,-0.38674942272317936
28,-2.209923926794068,0.0,-1.554563089120237
29,3.303770683098201,1.0,-0.4474906427195692
30,-0.6337236523818643,1.0,-0.7764719772928543
31,3.461645070990423,0.0,1.1552527291720271
32,-0.7862872529596581,0.0,-0.1907200343532186
33,-2.8043439257755214,0.0,-0.8996277871535404
34,-1.6429938465183251,1.0,-2.415682041065822
35,3.0135989133909726,0.0,0.8991177414284095
36,-0.18197615116929555,1.0,-1.8556912332323594
37,-3.3892325194125625,0.0,-1.8900062033591358
38,0.3130851632381182,0.0,-1.4754431390073277
39,-0.19124969542056558,0.0,-1.1750577638301452
40,1.881501422338888,0.0,1.2639029316288541
41,-0.6767108905119064,0.0,0.24936499003037452
42,-0.7048037928796032,0.0,-0.1731550805743769
43,-1.2391693843875309,0.0,-1.2499986567389894
44,4.675131918150216,1.0,0.9291012790960256
45,1.8264573253585104,1.0,0.4666493805257579
46,4.5815682506461615,1.0,1.6851530723730272
47,0.30907919880442086,1.0,-1.051498327299079
48,1.082017369583648,1.0,-0.03769171495019402
49,3.440860834038631,1.0,0.6546192882875445
50,1.2527933865056262,0.0,0.7435643730105298
51,1.8449022622625848,1.0,-0.08138944308707913
52,-0.33704775981136387,0.0,0.15845746186573606
53,4.053763912540306,1.0,0.44609420429123847
54,0.04972436162446106,0.0,-0.10303824450546853
55,3.356023830734649,1.0,-0.510969243329835
56,1.3787773036600715,0.0,0.7162722948153025
57,-0.18654429947275006,0.0,-0.13563111737111422
58,-1.0193594579822138,0.0,-0.4928080643584755
59,0.7366082924868951,0.0,0.43608380602453006
60,1.5653518768946615,1.0,-0.9698508312261004
61,2.4502987114759525,1.0,0.19357776149617312
62,1.9670225080929697,1.0,-0.0429194397879506
63,1.637419915426781,1.0,-0.43313891304307806
64,2.430481039122319,1.0,-0.34572149446429334
65,3.377207418254438,1.0,0.18068174663809833
66,-0.3867206581818583,1.0,-0.5318089144591664
67,0.2059703075450834,1.0,-0.3284719492551086
68,-0.8588342103787775,1.0,-1.2941545014350915
69,2.037574388999607,1.0,-1.2391608922686477
70,2.5562089716468295,1.0,0.6070870093641046
71,3.6490102196742034,1.0,-0.2993495387320728
72,-3.218094375116153,0.0,-1.125290292826704
73,3.8372504965577177,1.0,1.0564863711340753
74,4.828045626606204,1.0,0.6682593020591079
75,-0.572181782143701,1.0,-0.5442420465418637
76,-1.6756619440535352,0.0,-0.03142096307685366
77,2.470997568007289,0.0,0.5937443185694574
78,1.7637993709637692,1.0,0.2221115714381491
79,2.4959910111830976,0.0,1.389308991432969
80,1.6838248944536565,0.0,0.5460368062292262
81,-0.013964590603884997,0.0,-0.48938240121172794
82,1.068612212567831,0.0,0.3972879527519377
83,0.24110512176592858,0.0,-0.8795372924023037
84,1.0232605107073987,0.0,0.9861691224052815
85,2.561825024413926,1.0,0.2788219903282162
86,-1.2488914134186633,0.0,-0.40964360392436905
87,-3.6636705173312656,0.0,-1.0872401316411762
88,1.8652030843961138,1.0,-0.03461437663923553
89,1.1615688201882413,0.0,-0.22210745074665428
90,1.2492151897628725,0.0,1.3675005286163848
91,-0.7954532910246734,0.0,0.5121848285366678
92,1.2905351899658568,1.0,-0.7188978539941707
93,0.28834139169841977,0.0,0.12367816989299993
94,3.6741595388906925,1.0,-0.12072807662790078
95,1.303076544101526,1.0,-0.9235027641287691
96,0.6884595826297841,0.0,-0.21285468249568062
97,2.3129432678190702,1.0,0.07226746441749723
98,2.517873666426994,1.0,-0.6142154309431305
99,-0.17523557902363932,0.0,0.10673036363294543
